november2017,1006,32975,132445.79,4
nsc_micro,1153,5524,28313.75,3
test777,40,9,5.99,4
test888,186,74,323.64,4
test777777,186,53,252.16,3
test9999999,469,234,1056.96,4
test111111,9,4,0,"0 "
test11111122,234,144,0,"0 "
t666,329,207,890.06,3
